dataset,family,method,n,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,train_loss_mean,total_seconds_mean,first_g_dot_d_mean,first_actual_decrease_mean
iris01,su2_haar,Full-QNG,20,0.41634701665775753,0.18192712074579237,0.9233333333333332,0.08725843849003544,0.4227379412874098,208.63426413890002,1.9682387488141988,0.10356049442136608
iris01,su2_haar,SGD,20,0.3688610626736211,0.12501238105401513,0.9433333333333334,0.06587246227787227,0.3600218698710324,0.8060059412500025,2.055279066352216,0.20033305961119713
iris01,u1_rzxy,AQNG-Z0,20,2.1260665543464254,0.018413037686143066,0.4666666666666667,0.0,1.9489918480383441,8.817166974150004,0.0005492881998626082,3.490520574603526e-05
iris01,u1_rzxy,AQNG-aligned,20,2.127764962443124,0.008913968385188332,0.4666666666666667,0.0,1.950922576338322,8.83852960775,0.0013686591028709482,8.29238599511961e-05
iris01,u1_rzxy,AQNG-physical,20,2.1276872370548974,0.009200872445283724,0.4666666666666667,0.0,1.9508606825027546,8.825591883049999,0.0012565546890016882,7.58252106601939e-05
iris01,u1_rzxy,AQNG-random,20,1.9161388795886527,0.4382408846986206,0.49000000000000005,0.10434983894999016,1.7740206939890508,8.8423823954,0.01984279827386516,0.0018196943097905215
iris01,u1_rzxy,Adam,20,1.1124239459372331,0.31959703165740005,0.4666666666666667,0.0,1.0868743559895107,0.362677915100005,0.036378649058415834,0.0031218742348461696
iris01,u1_rzxy,Block-QNG,20,2.1164264507491266,0.012950141968841498,0.4666666666666667,0.0,1.9401405817059836,5.06348710985,0.0049483297092238285,0.0003101695288314007
iris01,u1_rzxy,Full-QNG,20,2.1275681587258823,0.007291245791946217,0.4666666666666667,0.0,1.950593980278476,141.4689354228,0.002036385570595203,0.00012450457321305666
iris01,u1_rzxy,SGD,20,2.1310071615460444,0.0019897281897066498,0.4666666666666667,0.0,1.9534266685515191,0.3577332913499987,0.0005677747424236787,5.7271238158506385e-05
wine01,ryrz_cz,AQNG-Z0,20,0.5129019499319613,0.2515816284006014,0.8400000000000001,0.13576725871141282,0.6594594513648807,9.7101700031,1.087558298961412,0.076627690014167
wine01,ryrz_cz,AQNG-aligned,20,0.42519047042280117,0.15869578383543997,0.8733333333333333,0.10793110213009753,0.6240027059312775,9.717446396000003,2.4704941876287103,0.16869029988648873
wine01,ryrz_cz,AQNG-physical,20,0.4453776872766939,0.14547264016565695,0.8733333333333333,0.10122062060216644,0.6633003125299257,9.7208858424,1.14787139717835,0.08051123129316382
wine01,ryrz_cz,AQNG-random,20,0.41342342653256664,0.12860818879264554,0.8866666666666667,0.08944271909999157,0.6078375443858708,9.71932357595,2.597317114898538,0.18619678209605703
wine01,ryrz_cz,Adam,20,0.3600848414460583,0.07503674622695725,0.8933333333333333,0.06268831279755024,0.5919107641079056,0.4348411222500047,1.9298512399995285,0.11747987037904947
wine01,ryrz_cz,Block-QNG,20,0.41467327265678977,0.13745507687474082,0.85,0.0964274111134126,0.6030169098469891,2.810936661899997,1.1777446287253333,0.07238889157066122
wine01,ryrz_cz,Full-QNG,20,0.5107160635442648,0.1383071228865752,0.7833333333333333,0.08342100651206134,0.6952731227568278,48.80261421030001,1.2056257804634003,0.07300421092347813
wine01,ryrz_cz,SGD,20,0.33306090602186467,0.07192107869087465,0.9266666666666665,0.05681610841511933,0.5559201847172666,0.4322701146499995,1.6565048999688539,0.174367731302937
wine01,su2_cnot,AQNG-Z0,20,0.49823480651370106,0.19699935684212144,0.8699999999999999,0.11940397791330265,0.5570943796835356,14.496574663700002,4.476778712798228,0.29565675199162944
